oblast,year,month,ndvi
Vostochno-kazachstanskaya,2023,12,0.1459
Vostochno-kazachstanskaya,2024,1,0.0268
Vostochno-kazachstanskaya,2024,2,0.0614
Vostochno-kazachstanskaya,2024,3,0.072
Vostochno-kazachstanskaya,2024,4,0.3096
Vostochno-kazachstanskaya,2024,5,0.423
Vostochno-kazachstanskaya,2024,6,0.4154
Vostochno-kazachstanskaya,2024,7,0.3554
Vostochno-kazachstanskaya,2024,8,0.3223
Vostochno-kazachstanskaya,2024,9,0.2992
Vostochno-kazachstanskaya,2024,10,0.2987
Vostochno-kazachstanskaya,2024,11,-0.0147
Vostochno-kazachstanskaya,2024,12,-0.022
Jambylslkaya,2015,1,-0.0024
Jambylslkaya,2015,2,0.1564
Jambylslkaya,2015,3,0.36
Jambylslkaya,2015,4,0.5308
Jambylslkaya,2015,5,0.3352
Jambylslkaya,2015,6,0.2996
Jambylslkaya,2015,7,0.2778
Jambylslkaya,2015,8,0.2995
Jambylslkaya,2015,9,0.2672
Jambylslkaya,2015,10,0.2951
Jambylslkaya,2015,11,0.3728
Jambylslkaya,2015,12,0.2177
Jambylslkaya,2016,1,0.3803
Jambylslkaya,2016,2,0.3999
Jambylslkaya,2016,3,0.517
Jambylslkaya,2016,4,0.6101
Jambylslkaya,2016,5,0.3794
Jambylslkaya,2016,6,0.2327
Jambylslkaya,2016,7,0.2623
Jambylslkaya,2016,8,0.2801
Jambylslkaya,2016,9,0.2891
Jambylslkaya,2016,10,0.2932
Jambylslkaya,2016,11,-0.0183
Jambylslkaya,2016,12,0.419
Jambylslkaya,2017,1,0.3911
Jambylslkaya,2017,2,-0.0198
Jambylslkaya,2017,3,0.1428
Jambylslkaya,2017,4,0.5724
Jambylslkaya,2017,5,0.4515
Jambylslkaya,2017,6,0.3458
Jambylslkaya,2017,7,0.3617
Jambylslkaya,2017,8,0.4054
Jambylslkaya,2017,9,0.3188
Jambylslkaya,2017,10,0.293
Jambylslkaya,2017,11,0.3002
Jambylslkaya,2017,12,0.1528
Jambylslkaya,2018,1,0.1301
Jambylslkaya,2018,2,0.1387
Jambylslkaya,2018,3,0.4321
Jambylslkaya,2018,4,0.5837
Jambylslkaya,2018,5,0.4486
Jambylslkaya,2018,6,0.3908
Jambylslkaya,2018,7,0.3644
Jambylslkaya,2018,8,0.3458
Jambylslkaya,2018,9,0.3502
Jambylslkaya,2018,10,0.2726
Jambylslkaya,2018,11,0.1834
Jambylslkaya,2018,12,0.1579
Jambylslkaya,2019,1,0.277
Jambylslkaya,2019,2,0.2891
Jambylslkaya,2019,3,0.3603
Jambylslkaya,2019,4,0.5464
Jambylslkaya,2019,5,0.449
Jambylslkaya,2019,6,0.4138
Jambylslkaya,2019,7,0.3653
Jambylslkaya,2019,8,0.3481
Jambylslkaya,2019,9,0.2874
Jambylslkaya,2019,10,0.2499
Jambylslkaya,2019,11,0.1372
Jambylslkaya,2019,12,0.2394
Jambylslkaya,2020,1,0.1156
Jambylslkaya,2020,2,0.2938
Jambylslkaya,2020,3,0.3405
Jambylslkaya,2020,4,0.4094
Jambylslkaya,2020,5,0.3641
Jambylslkaya,2020,6,0.2936
Jambylslkaya,2020,7,0.2753
Jambylslkaya,2020,8,0.248
Jambylslkaya,2020,9,0.2371
Jambylslkaya,2020,10,0.2242
Jambylslkaya,2020,11,-0.0052
Jambylslkaya,2020,12,0.1542
Jambylslkaya,2021,1,-0.0014
Jambylslkaya,2021,2,0.252
Jambylslkaya,2021,3,0.3199
Jambylslkaya,2021,4,0.4195
Jambylslkaya,2021,5,0.3607
Jambylslkaya,2021,6,0.3084
Jambylslkaya,2021,7,0.2799
Jambylslkaya,2021,8,0.269
Jambylslkaya,2021,9,0.2645
Jambylslkaya,2021,10,0.2337
Jambylslkaya,2021,11,0.2177
Jambylslkaya,2021,12,0.1846
Jambylslkaya,2022,1,0.2878
Jambylslkaya,2022,2,0.278
Jambylslkaya,2022,3,0.3397
Jambylslkaya,2022,4,0.528
Jambylslkaya,2022,5,0.4
Jambylslkaya,2022,6,0.274
Jambylslkaya,2022,7,0.2422
Jambylslkaya,2022,8,0.2371
Jambylslkaya,2022,9,0.2161
Jambylslkaya,2022,10,0.2339
Jambylslkaya,2022,11,0.3661
Jambylslkaya,2022,12,0.0256
Jambylslkaya,2023,1,0.2343
Jambylslkaya,2023,2,0.1826
Jambylslkaya,2023,3,0.4803
Jambylslkaya,2023,4,0.5512
Jambylslkaya,2023,5,0.3856
Jambylslkaya,2023,6,0.2871
Jambylslkaya,2023,7,0.2673
Jambylslkaya,2023,8,0.2769
Jambylslkaya,2023,9,0.2524
Jambylslkaya,2023,10,0.2479
Jambylslkaya,2023,11,0.3254
Jambylslkaya,2023,12,0.3556
Jambylslkaya,2024,1,0.1816
Jambylslkaya,2024,2,0.1525
Jambylslkaya,2024,3,0.4544
Jambylslkaya,2024,4,0.6258
Jambylslkaya,2024,5,0.4508
Jambylslkaya,2024,6,0.2974
Jambylslkaya,2024,7,0.2861
Jambylslkaya,2024,8,0.2642
Jambylslkaya,2024,9,0.2418
Jambylslkaya,2024,10,0.3934
Jambylslkaya,2024,11,0.5342
Jambylslkaya,2024,12,0.2806
Zapadno-kazachstanskaya,2015,1,-0.0194
Zapadno-kazachstanskaya,2015,2,-0.0659
Zapadno-kazachstanskaya,2015,3,0.0749
Zapadno-kazachstanskaya,2015,4,0.2603
Zapadno-kazachstanskaya,2015,5,0.3688
Zapadno-kazachstanskaya,2015,6,0.2556
Zapadno-kazachstanskaya,2015,7,0.2362
Zapadno-kazachstanskaya,2015,8,0.225
Zapadno-kazachstanskaya,2015,9,0.2067
Zapadno-kazachstanskaya,2015,10,0.2042
Zapadno-kazachstanskaya,2015,11,0.213
Zapadno-kazachstanskaya,2015,12,0.1156
Zapadno-kazachstanskaya,2016,1,-0.0332
Zapadno-kazachstanskaya,2016,2,-0.0227
Zapadno-kazachstanskaya,2016,3,0.2562
Zapadno-kazachstanskaya,2016,4,0.4947
Zapadno-kazachstanskaya,2016,5,0.5476
Zapadno-kazachstanskaya,2016,6,0.4328
Zapadno-kazachstanskaya,2016,7,0.3284
Zapadno-kazachstanskaya,2016,8,0.312
Zapadno-kazachstanskaya,2016,9,0.4281
Zapadno-kazachstanskaya,2016,10,0.526
Zapadno-kazachstanskaya,2016,11,0.0428
Zapadno-kazachstanskaya,2016,12,-0.0204
Zapadno-kazachstanskaya,2017,1,-0.0278
Zapadno-kazachstanskaya,2017,2,-0.045
Zapadno-kazachstanskaya,2017,3,0.1897
Zapadno-kazachstanskaya,2017,4,0.6238
Zapadno-kazachstanskaya,2017,5,0.5502
Zapadno-kazachstanskaya,2017,6,0.3468
Zapadno-kazachstanskaya,2017,7,0.2794
Zapadno-kazachstanskaya,2017,8,0.2554
Zapadno-kazachstanskaya,2017,9,0.2472
Zapadno-kazachstanskaya,2017,10,0.217
Zapadno-kazachstanskaya,2017,11,0.2629
Zapadno-kazachstanskaya,2017,12,-0.0108
Zapadno-kazachstanskaya,2018,1,-0.0126
Zapadno-kazachstanskaya,2018,2,-0.0233
Zapadno-kazachstanskaya,2018,3,0.1242
Zapadno-kazachstanskaya,2018,4,0.352
Zapadno-kazachstanskaya,2018,5,0.4169
Zapadno-kazachstanskaya,2018,6,0.304
Zapadno-kazachstanskaya,2018,7,0.2546
Zapadno-kazachstanskaya,2018,8,0.235
Zapadno-kazachstanskaya,2018,9,0.2453
Zapadno-kazachstanskaya,2018,10,0.232
Zapadno-kazachstanskaya,2018,11,0.2414
Zapadno-kazachstanskaya,2018,12,0.1046
Zapadno-kazachstanskaya,2019,1,-0.0383
Zapadno-kazachstanskaya,2019,2,-0.0348
Zapadno-kazachstanskaya,2019,3,0.274
Zapadno-kazachstanskaya,2019,4,0.4848
Zapadno-kazachstanskaya,2019,5,0.4036
Zapadno-kazachstanskaya,2019,6,0.279
Zapadno-kazachstanskaya,2019,7,0.2937
Zapadno-kazachstanskaya,2019,8,0.2888
Zapadno-kazachstanskaya,2019,9,0.3036
Zapadno-kazachstanskaya,2019,10,0.2671
Zapadno-kazachstanskaya,2019,11,0.2578
Zapadno-kazachstanskaya,2019,12,0.2204
Zapadno-kazachstanskaya,2020,1,0.1404
Zapadno-kazachstanskaya,2020,2,0.2891
Zapadno-kazachstanskaya,2020,3,0.3306
Zapadno-kazachstanskaya,2020,4,0.3454
Zapadno-kazachstanskaya,2020,5,0.2898
Zapadno-kazachstanskaya,2020,6,0.2116
Zapadno-kazachstanskaya,2020,7,0.2112
Zapadno-kazachstanskaya,2020,8,0.291
Zapadno-kazachstanskaya,2020,9,0.2826
Zapadno-kazachstanskaya,2020,10,0.26
Zapadno-kazachstanskaya,2020,11,0.256
Zapadno-kazachstanskaya,2020,12,-0.0186
Zapadno-kazachstanskaya,2021,1,-0.0462
Zapadno-kazachstanskaya,2021,2,-0.0308
Zapadno-kazachstanskaya,2021,3,0.1229
Zapadno-kazachstanskaya,2021,4,0.3912
Zapadno-kazachstanskaya,2021,5,0.3941
Zapadno-kazachstanskaya,2021,6,0.2604
Zapadno-kazachstanskaya,2021,7,0.213
Zapadno-kazachstanskaya,2021,8,0.2005
Zapadno-kazachstanskaya,2021,9,0.2125
Zapadno-kazachstanskaya,2021,10,0.2275
Zapadno-kazachstanskaya,2021,11,0.2219
Zapadno-kazachstanskaya,2021,12,0.3028
Zapadno-kazachstanskaya,2022,1,-0.0308
Zapadno-kazachstanskaya,2022,2,-0.0319
Zapadno-kazachstanskaya,2022,3,-0.0093
Zapadno-kazachstanskaya,2022,4,0.4896
Zapadno-kazachstanskaya,2022,5,0.5851
Zapadno-kazachstanskaya,2022,6,0.3787
Zapadno-kazachstanskaya,2022,7,0.2917
Zapadno-kazachstanskaya,2022,8,0.2509
Zapadno-kazachstanskaya,2022,9,0.2775
Zapadno-kazachstanskaya,2022,10,0.0934
Zapadno-kazachstanskaya,2022,11,0.2253
Zapadno-kazachstanskaya,2022,12,0.3172
Zapadno-kazachstanskaya,2023,1,0.0318
Zapadno-kazachstanskaya,2023,2,-0.0205
Zapadno-kazachstanskaya,2023,3,0.3579
Zapadno-kazachstanskaya,2023,4,0.538
Zapadno-kazachstanskaya,2023,5,0.4122
Zapadno-kazachstanskaya,2023,6,0.2576
Zapadno-kazachstanskaya,2023,7,0.3486
Zapadno-kazachstanskaya,2023,8,0.2926
Zapadno-kazachstanskaya,2023,9,0.299
Zapadno-kazachstanskaya,2023,10,0.317
Zapadno-kazachstanskaya,2023,11,0.3922
Zapadno-kazachstanskaya,2023,12,0.232
Zapadno-kazachstanskaya,2024,1,-0.0274
Zapadno-kazachstanskaya,2024,2,-0.0051
Zapadno-kazachstanskaya,2024,3,0.2062
Zapadno-kazachstanskaya,2024,4,0.5526
Zapadno-kazachstanskaya,2024,5,0.3882
Zapadno-kazachstanskaya,2024,6,0.3071
Zapadno-kazachstanskaya,2024,7,0.278
Zapadno-kazachstanskaya,2024,8,0.2666
Zapadno-kazachstanskaya,2024,9,0.2477
Zapadno-kazachstanskaya,2024,10,0.3086
Zapadno-kazachstanskaya,2024,11,0.3171
Zapadno-kazachstanskaya,2024,12,0.1644
Karagandinskaya,2015,1,-0.0123
Karagandinskaya,2015,2,-0.021
Karagandinskaya,2015,3,0.0869
Karagandinskaya,2015,4,0.2737
Karagandinskaya,2015,5,0.4313
Karagandinskaya,2015,6,0.2851
Karagandinskaya,2015,7,0.2216
Karagandinskaya,2015,8,0.2024
Karagandinskaya,2015,9,0.2107
Karagandinskaya,2015,10,0.1846
Karagandinskaya,2015,11,0.135
Karagandinskaya,2015,12,-0.024
Karagandinskaya,2016,1,-0.0418
Karagandinskaya,2016,2,-0.0112
Karagandinskaya,2016,3,0.0726
Karagandinskaya,2016,4,0.4057
Karagandinskaya,2016,5,0.4581
Karagandinskaya,2016,6,0.3428
Karagandinskaya,2016,7,0.2959
Karagandinskaya,2016,8,0.266
Karagandinskaya,2016,9,0.255
Karagandinskaya,2016,10,0.0786
Karagandinskaya,2016,11,0.0542
Karagandinskaya,2016,12,0.0144
Karagandinskaya,2017,1,-0.0216
Karagandinskaya,2017,2,-0.026
Karagandinskaya,2017,3,0.0837
Karagandinskaya,2017,4,0.3461
Karagandinskaya,2017,5,0.3629
Karagandinskaya,2017,6,0.265
Karagandinskaya,2017,7,0.2306
Karagandinskaya,2017,8,0.2342
Karagandinskaya,2017,9,0.2144
Karagandinskaya,2017,10,0.208
Karagandinskaya,2017,11,0.1335
Karagandinskaya,2017,12,0.0049
Karagandinskaya,2018,1,-0.0207
Karagandinskaya,2018,2,-0.0126
Karagandinskaya,2018,3,0.1212
Karagandinskaya,2018,4,0.3146
Karagandinskaya,2018,5,0.3822
Karagandinskaya,2018,6,0.2746
Karagandinskaya,2018,7,0.2322
Karagandinskaya,2018,8,0.2302
Karagandinskaya,2018,9,0.2239
Karagandinskaya,2018,10,0.2495
Karagandinskaya,2018,11,0.1199
Karagandinskaya,2018,12,-0.0249
Karagandinskaya,2019,1,-0.0342
Karagandinskaya,2019,2,-0.0276
Karagandinskaya,2019,3,0.1253
Karagandinskaya,2019,4,0.3943
Karagandinskaya,2019,5,0.3962
Karagandinskaya,2019,6,0.3163
Karagandinskaya,2019,7,0.2478
Karagandinskaya,2019,8,0.2313
Karagandinskaya,2019,9,0.2208
Karagandinskaya,2019,10,0.2271
Karagandinskaya,2019,11,0.1108
Karagandinskaya,2019,12,0.0072
Karagandinskaya,2020,1,-0.018
Karagandinskaya,2020,2,-0.0183
Karagandinskaya,2020,3,0.1997
Karagandinskaya,2020,4,0.2919
Karagandinskaya,2020,5,0.3486
Karagandinskaya,2020,6,0.1632
Karagandinskaya,2020,7,0.1506
Karagandinskaya,2020,8,0.1454
Karagandinskaya,2020,9,0.1333
Karagandinskaya,2020,10,0.1252
Karagandinskaya,2020,11,-0.0082
Karagandinskaya,2020,12,-0.0061
Karagandinskaya,2021,1,-0.0099
Karagandinskaya,2021,2,-0.0042
Karagandinskaya,2021,3,0.059
Karagandinskaya,2021,4,0.1826
Karagandinskaya,2021,5,0.1966
Karagandinskaya,2021,6,0.1619
Karagandinskaya,2021,7,0.1528
Karagandinskaya,2021,8,0.1488
Karagandinskaya,2021,9,0.15
Karagandinskaya,2021,10,0.1178
Karagandinskaya,2021,11,0.065
Karagandinskaya,2021,12,0.0014
Karagandinskaya,2022,1,-0.0145
Karagandinskaya,2022,2,-0.0171
Karagandinskaya,2022,3,0.0701
Karagandinskaya,2022,4,0.2951
Karagandinskaya,2022,5,0.3065
Karagandinskaya,2022,6,0.225
Karagandinskaya,2022,7,0.2166
Karagandinskaya,2022,8,0.2018
Karagandinskaya,2022,9,0.1903
Karagandinskaya,2022,10,0.182
Karagandinskaya,2022,11,0.0985
Karagandinskaya,2022,12,-0.0173
Karagandinskaya,2023,1,-0.0247
Karagandinskaya,2023,2,-0.0351
Karagandinskaya,2023,3,0.1594
Karagandinskaya,2023,4,0.279
Karagandinskaya,2023,5,0.2498
Karagandinskaya,2023,6,0.2374
Karagandinskaya,2023,7,0.193
Karagandinskaya,2023,8,0.1811
Karagandinskaya,2023,9,0.1747
Karagandinskaya,2023,10,0.1579
Karagandinskaya,2023,11,0.1769
Karagandinskaya,2023,12,0.0766
Karagandinskaya,2024,1,-0.0278
Karagandinskaya,2024,2,-0.0288
Karagandinskaya,2024,3,0.0974
Karagandinskaya,2024,4,0.3201
Karagandinskaya,2024,5,0.3897
Karagandinskaya,2024,6,0.257
Karagandinskaya,2024,7,0.2492
Karagandinskaya,2024,8,0.2179
Karagandinskaya,2024,9,0.1972
Karagandinskaya,2024,10,0.1785
Karagandinskaya,2024,11,-0.0011
Karagandinskaya,2024,12,-0.0186
Kustanayskaya,2015,1,-0.0143
Kustanayskaya,2015,2,-0.029
Kustanayskaya,2015,3,-0.0462
Kustanayskaya,2015,4,0.3693
Kustanayskaya,2015,5,0.6115
Kustanayskaya,2015,6,0.54
Kustanayskaya,2015,7,0.4331
Kustanayskaya,2015,8,0.3741
Kustanayskaya,2015,9,0.3513
Kustanayskaya,2015,10,0.2582
Kustanayskaya,2015,11,0.1151
Kustanayskaya,2015,12,-0.0222
Kustanayskaya,2016,1,-0.0323
Kustanayskaya,2016,2,-0.0398
Kustanayskaya,2016,3,-0.0744
Kustanayskaya,2016,4,0.4425
Kustanayskaya,2016,5,0.5629
Kustanayskaya,2016,6,0.4542
Kustanayskaya,2016,7,0.4726
Kustanayskaya,2016,8,0.4049
Kustanayskaya,2016,9,0.4079
Kustanayskaya,2016,10,0.1974
Kustanayskaya,2016,11,-0.0138
Kustanayskaya,2016,12,-0.0037
Kustanayskaya,2017,1,-0.0356
Kustanayskaya,2017,2,-0.0257
Kustanayskaya,2017,3,-0.0267
Kustanayskaya,2017,4,0.3556
Kustanayskaya,2017,5,0.548
Kustanayskaya,2017,6,0.5528
Kustanayskaya,2017,7,0.5016
Kustanayskaya,2017,8,0.4384
Kustanayskaya,2017,9,0.4251
Kustanayskaya,2017,10,0.3259
Kustanayskaya,2017,11,0.2906
Kustanayskaya,2017,12,0.0416
Kustanayskaya,2018,1,-0.0005
Kustanayskaya,2018,2,-0.0165
Kustanayskaya,2018,3,-0.0504
Kustanayskaya,2018,4,0.3418
Kustanayskaya,2018,5,0.505
Kustanayskaya,2018,6,0.5001
Kustanayskaya,2018,7,0.4224
Kustanayskaya,2018,8,0.3839
Kustanayskaya,2018,9,0.3638
Kustanayskaya,2018,10,0.3123
Kustanayskaya,2018,11,0.2677
Kustanayskaya,2018,12,-0.0052
Kustanayskaya,2019,1,-0.0188
Kustanayskaya,2019,2,-0.0218
Kustanayskaya,2019,3,0.1027
Kustanayskaya,2019,4,0.3476
Kustanayskaya,2019,5,0.4242
Kustanayskaya,2019,6,0.3573
Kustanayskaya,2019,7,0.3204
Kustanayskaya,2019,8,0.3846
Kustanayskaya,2019,9,0.436
Kustanayskaya,2019,10,0.3757
Kustanayskaya,2019,11,0.0462
Kustanayskaya,2019,12,-0.0143
Kustanayskaya,2020,1,-0.0219
Kustanayskaya,2020,2,-0.0434
Kustanayskaya,2020,3,-0.0325
Kustanayskaya,2020,4,0.3913
Kustanayskaya,2020,5,0.6031
Kustanayskaya,2020,6,0.5034
Kustanayskaya,2020,7,0.4918
Kustanayskaya,2020,8,0.459
Kustanayskaya,2020,9,0.3894
Kustanayskaya,2020,10,0.2485
Kustanayskaya,2020,11,0.0157
Kustanayskaya,2020,12,0.0089
Kustanayskaya,2021,1,-0.0174
Kustanayskaya,2021,2,-0.0316
Kustanayskaya,2021,3,-0.0407
Kustanayskaya,2021,4,0.325
Kustanayskaya,2021,5,0.4505
Kustanayskaya,2021,6,0.3992
Kustanayskaya,2021,7,0.3646
Kustanayskaya,2021,8,0.3126
Kustanayskaya,2021,9,0.2449
Kustanayskaya,2021,10,0.2513
Kustanayskaya,2021,11,0.1185
Kustanayskaya,2021,12,-0.02
Kustanayskaya,2022,1,-0.0277
Kustanayskaya,2022,2,-0.032
Kustanayskaya,2022,3,-0.0387
Kustanayskaya,2022,4,0.313
Kustanayskaya,2022,5,0.4196
Kustanayskaya,2022,6,0.4298
Kustanayskaya,2022,7,0.411
Kustanayskaya,2022,8,0.3856
Kustanayskaya,2022,9,0.3322
Kustanayskaya,2022,10,0.0208
Kustanayskaya,2022,11,0.0336
Kustanayskaya,2022,12,-0.0204
Kustanayskaya,2023,1,-0.0251
Kustanayskaya,2023,2,-0.0318
Kustanayskaya,2023,3,0.1049
Kustanayskaya,2023,4,0.3465
Kustanayskaya,2023,5,0.4396
Kustanayskaya,2023,6,0.4452
Kustanayskaya,2023,7,0.4191
Kustanayskaya,2023,8,0.4977
Kustanayskaya,2023,9,0.5
Kustanayskaya,2023,10,0.4498
Kustanayskaya,2023,11,0.18
Kustanayskaya,2023,12,-0.0565
Kustanayskaya,2024,1,-0.0298
Kustanayskaya,2024,2,-0.0384
Kustanayskaya,2024,3,0.0829
Kustanayskaya,2024,4,0.4358
Kustanayskaya,2024,5,0.5884
Kustanayskaya,2024,6,0.5727
Kustanayskaya,2024,7,0.5587
Kustanayskaya,2024,8,0.555
Kustanayskaya,2024,9,0.4855
Kustanayskaya,2024,10,0.3754
Kustanayskaya,2024,11,0.0277
Kustanayskaya,2024,12,0.0079
