year,month,soil_moisture,oblast
2015,10,0.36546639784946233,Karagandinskaya
2015,11,0.4232708333333333,Karagandinskaya
2015,12,0.4270779569892473,Karagandinskaya
2016,1,0.4004690860215054,Karagandinskaya
2016,2,0.39510201149425284,Karagandinskaya
2016,3,0.4781008064516129,Karagandinskaya
2016,4,0.41092361111111114,Karagandinskaya
2016,5,0.35206720430107524,Karagandinskaya
2016,6,0.3318361111111111,Karagandinskaya
2016,7,0.3583239247311828,Karagandinskaya
2016,8,0.2927298387096774,Karagandinskaya
2016,9,0.2504736111111111,Karagandinskaya
2016,10,0.3775013440860215,Karagandinskaya
2016,11,0.44931111111111116,Karagandinskaya
2016,12,0.42272715053763443,Karagandinskaya
2017,1,0.3956317204301076,Karagandinskaya
2017,2,0.3771651785714286,Karagandinskaya
2017,3,0.40660215053763443,Karagandinskaya
2017,4,0.4615194444444444,Karagandinskaya
2017,5,0.3304166666666667,Karagandinskaya
2017,6,0.3189263888888889,Karagandinskaya
2017,7,0.2966666666666667,Karagandinskaya
2017,8,0.2855860215053763,Karagandinskaya
2017,9,0.30471805555555553,Karagandinskaya
2017,10,0.36029032258064514,Karagandinskaya
2017,11,0.3699805555555556,Karagandinskaya
2017,12,0.37084677419354833,Karagandinskaya
2018,1,0.3730336021505376,Karagandinskaya
2018,2,0.3572544642857143,Karagandinskaya
2018,3,0.4433655913978494,Karagandinskaya
2018,4,0.44893333333333335,Karagandinskaya
2018,5,0.349383064516129,Karagandinskaya
2018,6,0.31155,Karagandinskaya
2018,7,0.29071639784946235,Karagandinskaya
2018,8,0.321,Karagandinskaya
2018,9,0.35473055555555555,Karagandinskaya
2018,10,0.374125,Karagandinskaya
2018,11,0.41249583333333334,Karagandinskaya
2018,12,0.41574731182795693,Karagandinskaya
2019,1,0.402625,Karagandinskaya
2019,2,0.3947142857142857,Karagandinskaya
2019,3,0.4384852150537634,Karagandinskaya
2019,4,0.4416833333333333,Karagandinskaya
2019,5,0.3386989247311828,Karagandinskaya
2019,6,0.32526805555555555,Karagandinskaya
2019,7,0.26363844086021504,Karagandinskaya
2019,8,0.28586290322580643,Karagandinskaya
2019,9,0.32271388888888886,Karagandinskaya
2019,10,0.35680913978494627,Karagandinskaya
2019,11,0.3834527777777778,Karagandinskaya
2019,12,0.40786962365591395,Karagandinskaya
2020,1,0.3904717741935484,Karagandinskaya
2020,2,0.39435632183908054,Karagandinskaya
2020,3,0.445372311827957,Karagandinskaya
2020,4,0.4003055555555556,Karagandinskaya
2020,5,0.3354475806451613,Karagandinskaya
2020,6,0.2798069444444445,Karagandinskaya
2020,7,0.33066263440860216,Karagandinskaya
2020,8,0.3083494623655914,Karagandinskaya
2020,9,0.30943472222222224,Karagandinskaya
2020,10,0.3315497311827957,Karagandinskaya
2020,11,0.37051111111111107,Karagandinskaya
2020,12,0.36118010752688173,Karagandinskaya
2021,1,0.3570483870967742,Karagandinskaya
2021,2,0.36454910714285715,Karagandinskaya
2021,3,0.41229166666666667,Karagandinskaya
2021,4,0.3956916666666667,Karagandinskaya
2021,5,0.3062741935483871,Karagandinskaya
2021,6,0.2956597222222222,Karagandinskaya
2021,7,0.30735887096774195,Karagandinskaya
2021,8,0.2748293010752688,Karagandinskaya
2021,9,0.28565555555555555,Karagandinskaya
2021,10,0.3665833333333333,Karagandinskaya
2021,11,0.3773430555555556,Karagandinskaya
2021,12,0.39790053763440864,Karagandinskaya
2022,1,0.3986747311827957,Karagandinskaya
2022,2,0.3937485119047619,Karagandinskaya
2022,3,0.4459301075268817,Karagandinskaya
2022,4,0.4304430555555555,Karagandinskaya
2022,5,0.3306545698924731,Karagandinskaya
2022,6,0.26471527777777776,Karagandinskaya
2022,7,0.3070833333333333,Karagandinskaya
2022,8,0.32188844086021506,Karagandinskaya
2022,9,0.26794444444444443,Karagandinskaya
2022,10,0.3020430107526882,Karagandinskaya
2022,11,0.4277444444444444,Karagandinskaya
2022,12,0.4074919354838709,Karagandinskaya
2023,1,0.39673387096774193,Karagandinskaya
2023,2,0.3922678571428571,Karagandinskaya
2023,3,0.4747486559139785,Karagandinskaya
2023,4,0.43918194444444447,Karagandinskaya
2023,5,0.3228965053763441,Karagandinskaya
2023,6,0.29620694444444445,Karagandinskaya
2023,7,0.258497311827957,Karagandinskaya
2023,8,0.3399247311827957,Karagandinskaya
2023,9,0.4177416666666667,Karagandinskaya
2023,10,0.4191438172043011,Karagandinskaya
2023,11,0.4684361111111111,Karagandinskaya
2023,12,0.4513145161290323,Karagandinskaya
2014,1,0.2573911290322581,Kostanayskaya
2014,2,0.24901488095238095,Kostanayskaya
2014,3,0.3240040322580645,Kostanayskaya
2014,4,0.3339097222222222,Kostanayskaya
2014,5,0.2151505376344086,Kostanayskaya
2014,6,0.16946666666666668,Kostanayskaya
2014,7,0.2139059139784946,Kostanayskaya
2014,8,0.18558467741935483,Kostanayskaya
2014,9,0.18648333333333333,Kostanayskaya
2014,10,0.24965994623655915,Kostanayskaya
2014,11,0.2639111111111111,Kostanayskaya
2014,12,0.2576451612903226,Kostanayskaya
2015,1,0.2484731182795699,Kostanayskaya
2015,2,0.2426205357142857,Kostanayskaya
2015,3,0.2738252688172043,Kostanayskaya
